Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,1100,NAUP,Calanoida,Nauplius,25,0.03125,7.371,108.5334419,313.2,27.1,4.27,0.463612623,6.48E+00,5.11E-01,4.64E+01,6.48E+02,5.11E+01
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,1100,NAUP,Calanoida,Nauplius,6,0.03125,7.371,26.04802605,637.4,27.5,29.09,0.757683602,6.85E+00,5.72E-01,7.58E+01,6.85E+02,5.72E+01
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,104108,SMCAL,Acartia,C1,1,0.0625,7.371,2.170668837,368.8,0,3.8,0.008255088,1.25E-01,9.76E-03,8.26E-01,1.25E+01,9.76E-01
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,104108,SMCAL,Acartia,C2,3,0.0625,7.371,6.512006512,431.3,8.3,6.07,0.03951061,5.34E-01,4.24E-02,3.95E+00,5.34E+01,4.24E+00
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C5,1,0.0625,7.371,2.170668837,820.4,0,38.83,0.08428527,7.40E-01,6.21E-02,8.43E+00,7.40E+01,6.21E+00
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C6 AF,4,0.0625,7.371,8.682675349,1088.2,5.2,88.75,0.770610225,5.57E+00,4.79E-01,7.71E+01,5.57E+02,4.79E+01
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C6 AM,3,0.0625,7.371,6.512006512,870.9,2.2,46.22,0.301008639,2.54E+00,2.14E-01,3.01E+01,2.54E+02,2.14E+01
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,196769,SMCAL,Acartia tumida,C6 AF,1,0.0625,7.371,2.170668837,1615.4,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,104275,SMCAL,Aetideus armatus,C6 AF,1,1,7.371,0.135666802,1441.7,0,294.96,0.040016701,2.19E-01,1.95E-02,4.00E+00,2.19E+01,1.95E+00
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C1,2,0.03125,7.371,8.682675349,750.7,10.1,24.94,0.216557148,2.10E+00,1.74E-01,2.17E+01,2.10E+02,1.74E+01
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C2,6,0.03125,7.371,26.04802605,1032.6,6.2,67.39,1.755311855,1.35E+01,1.15E+00,1.76E+02,1.35E+03,1.15E+02
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C3,21,0.03125,7.371,91.16809117,1520,6.7,227.46,20.73666703,1.20E+02,1.06E+01,2.07E+03,1.20E+04,1.06E+03
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C4,24,0.03125,7.371,104.1921042,2057.8,4.7,584.09,60.8575113,2.83E+02,2.57E+01,6.09E+03,2.83E+04,2.57E+03
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C5,6,0.03125,7.371,26.04802605,2707.3,3.9,1377.55,35.8823843,1.37E+02,1.27E+01,3.59E+03,1.37E+04,1.27E+03
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C6 AF,2,1,7.371,0.271333605,3028.7,1.1,1950.7,0.529289737,1.86E+00,1.75E-01,5.29E+01,1.86E+02,1.75E+01
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C6 AM,3,1,7.371,0.407000407,2878.2,3.9,1667.54,0.678689259,2.47E+00,2.32E-01,6.79E+01,2.47E+02,2.32E+01
SKQ202006,QuadNet,0.25,Vertical,150,2020-05-10T14:45:00-0800,2020-05-10T14:50:00-0800,-149.4677,59.8445,269,GAK01,0,100,0,104155,LGCAL,Neocalanus,C2,1,0.25,7.371,0.542667209,1207.1,0,110.76,0.060108517,4.13E-01,3.57E-02,6.01E+00,4.13E+01,3.57E+00
