Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,1100,NAUP,Calanoida,Nauplius,20,0.00195313,11.97719,854.9563266,354.1,25.7,5.83,4.988302995,6.40E+01,5.09E+00,4.99E+02,6.40E+03,5.09E+02
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,1100,NAUP,Calanoida,Nauplius,5,0.0078125,11.97719,53.43490418,805.9,16.5,50.48,2.697228626,2.15E+01,1.82E+00,2.70E+02,2.15E+03,1.82E+02
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,104108,SMCAL,Acartia,C1,4,0.015625,11.97719,21.37396167,384.1,2.3,4.28,0.09155836,1.31E+00,1.03E-01,9.16E+00,1.31E+02,1.03E+01
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,104108,SMCAL,Acartia,C2,1,0.015625,11.97719,5.343490418,437.1,0,6.23,0.033290745,4.38E-01,3.48E-02,3.33E+00,4.38E+01,3.48E+00
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,104108,SMCAL,Acartia,C3,1,0.015625,11.97719,5.343490418,465.8,0,7.49,0.040038407,5.05E-01,4.03E-02,4.00E+00,5.05E+01,4.03E+00
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C6 AF,2,0.015625,11.97719,10.68698084,1034.7,3.8,76.36,0.816030957,5.97E+00,5.12E-01,8.16E+01,5.97E+02,5.12E+01
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C6 AM,3,0.015625,11.97719,16.03047125,835.7,3.2,41.05,0.658007803,5.57E+00,4.68E-01,6.58E+01,5.57E+02,4.68E+01
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C1,19,0.00195313,11.97719,812.2085103,771,4.9,26.86,21.81921183,2.04E+02,1.69E+01,2.18E+03,2.04E+04,1.69E+03
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C2,14,0.00195313,11.97719,598.4694286,1096.4,5.7,81.29,48.65064101,3.50E+02,3.01E+01,4.87E+03,3.50E+04,3.01E+03
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C3,15,0.00195313,11.97719,641.2172449,1526.3,6.4,230.05,147.5096894,8.31E+02,7.37E+01,1.48E+04,8.31E+04,7.37E+03
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C4,7,0.00195313,11.97719,299.2347143,1995.3,7.9,535.97,160.3800709,7.41E+02,6.73E+01,1.60E+04,7.41E+04,6.73E+03
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C5,1,0.00195313,11.97719,42.74781633,2776.9,0,1485.27,63.49214392,2.32E+02,2.17E+01,6.35E+03,2.32E+04,2.17E+03
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,353708,LGCAL,Neocalanus flemingeri,C5,1,0.03125,11.97719,2.671745209,3077.3,0,1935.12,5.170150837,1.78E+01,1.68E+00,5.17E+02,1.78E+03,1.68E+02
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196772,LGCAL,Neocalanus plumchrus,C3,5,0.03125,11.97719,13.35872605,1921.5,2.8,411.12,5.49203849,2.71E+01,2.44E+00,5.49E+02,2.71E+03,2.44E+02
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196772,LGCAL,Neocalanus plumchrus,C4,14,0.03125,11.97719,37.40443293,2775.3,5.8,1252.66,46.85508095,1.78E+02,1.66E+01,4.69E+03,1.78E+04,1.66E+03
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196772,LGCAL,Neocalanus plumchrus,C5,12,0.03125,11.97719,32.06094251,3627.1,5.3,2800.08,89.77333816,2.82E+02,2.70E+01,8.98E+03,2.82E+04,2.70E+03
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196774,SMCAL,Centropages abdominalis,C4,1,0.03125,11.97719,2.671745209,891.3,0,76.22,0.203636102,1.49E+00,1.28E-01,2.04E+01,1.49E+02,1.28E+01
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196774,SMCAL,Centropages abdominalis,C5,1,0.03125,11.97719,2.671745209,1109.6,0,151.22,0.404018623,2.52E+00,2.20E-01,4.04E+01,2.52E+02,2.20E+01
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196774,SMCAL,Centropages abdominalis,C6 AF,1,0.03125,11.97719,2.671745209,1253.7,0,221.55,0.591917943,3.38E+00,2.99E-01,5.92E+01,3.38E+02,2.99E+01
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,196774,SMCAL,Centropages abdominalis,C6 AM,2,0.03125,11.97719,5.343490418,1192.7,3.5,189.96,1.015063907,6.00E+00,5.28E-01,1.02E+02,6.00E+02,5.28E+01
TGX201904,QuadNet,0.25,Vertical,150,2018-05-04T07:55:17-0800,2018-05-04T08:02:33-0800,-149.4655,59.8468,270,GAK01,0,100,0,104165,SMCAL,Pseudocalanus,C1,20,0.00390625,11.97719,427.4792334,404.2,7.6,3.66,1.563506409,2.32E+01,1.82E+00,1.56E+02,2.32E+03,1.82E+02
