Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,1100,NAUP,Calanoida,Nauplius,23,0.00390625,11.38417626,517.2091387,306.5,20.6,3.73,1.928166557,35.56311453,2.758318694,1.93E+02,3.56E+03,2.76E+02
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104108,SMCAL,Acartia,C1,7,0.0625,11.38417626,9.838217311,339.2,12.1,3.09,0.030396287,0.594703343,0.045797403,3.04E+00,5.95E+01,4.58E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104108,SMCAL,Acartia,C3,2,0.0625,11.38417626,2.810919232,510.8,12.9,10.02,0.028173094,0.420135454,0.033505451,2.82E+00,4.20E+01,3.35E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104108,SMCAL,Acartia,C4,1,0.0625,11.38417626,1.405459616,613.5,0,16.68,0.023449026,0.312289448,0.025273774,2.34E+00,3.12E+01,2.53E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104108,SMCAL,Acartia,C5,2,0.0625,11.38417626,2.810919232,710,0.9,25.52,0.071733301,0.864868618,0.070892663,7.17E+00,8.65E+01,7.09E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C5,1,0.0625,11.38417626,1.405459616,623.9,0,17.52,0.024627602,0.324243333,0.026279842,2.46E+00,3.24E+01,2.63E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C6 AF,10,0.0625,11.38417626,14.05459616,821.3,9.6,39.83,0.55984568,6.046402406,0.502569289,5.60E+01,6.05E+02,5.03E+01
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C6 AM,5,0.0625,11.38417626,7.02729808,777.4,1.8,33.24,0.233561571,2.646709548,0.218678823,2.34E+01,2.65E+02,2.19E+01
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104075,MDCAL,Aetideidae,C5,1,1,11.38417626,0.087841226,1269.1,0,197.29,0.017330391,0.129480629,0.011285004,1.73E+00,1.29E+01,1.13E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104275,SMCAL,Aetideus armatus,C6 AF,4,1,11.38417626,0.351364904,1477.2,4.5,320.16,0.112493925,0.749406714,0.06627944,1.12E+01,7.49E+01,6.63E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104275,SMCAL,Aetideus armatus,C6 AM,1,1,11.38417626,0.087841226,1255.2,0,190.59,0.016741778,0.126098412,0.010978837,1.67E+00,1.26E+01,1.10E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104152,LGCAL,Calanus,C1,3,0.125,11.38417626,2.108189424,726.9,6.4,23.14,0.048786142,0.600380176,0.049079629,4.88E+00,6.00E+01,4.91E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,104152,LGCAL,Calanus,C2,3,0.125,11.38417626,2.108189424,953.1,1.8,53.99,0.113815524,1.151376078,0.096524395,1.14E+01,1.15E+02,9.65E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C2,3,0.25,11.38417626,1.054094712,1037.6,3,67.81,0.071478164,0.685300475,0.057847477,7.15E+00,6.85E+01,5.78E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C3,3,0.25,11.38417626,1.054094712,1427.8,1.8,184.39,0.194363467,1.475035247,0.128299755,1.94E+01,1.48E+02,1.28E+01
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C4,9,0.25,11.38417626,3.162284136,1889.9,3.5,445.72,1.409500001,8.694346607,0.776587445,1.41E+02,8.69E+02,7.77E+01
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C5,1,0.25,11.38417626,0.351364904,2582.9,0,1183.51,0.415844353,2.042963523,0.187888167,4.16E+01,2.04E+02,1.88E+01
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C1,1,0.25,11.38417626,0.351364904,612.1,0,11.84,0.004161694,0.060051045,0.004810271,4.16E-01,6.01E+00,4.81E-01
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C2,1,0.25,11.38417626,0.351364904,877.2,0,37.96,0.013338986,0.146556045,0.012157052,1.33E+00,1.47E+01,1.22E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C3,3,0.25,11.38417626,1.054094712,1143.9,1,89.66,0.094509774,0.849164989,0.072279701,9.45E+00,8.49E+01,7.23E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C4,1,0.25,11.38417626,0.351364904,1388.2,0,167.73,0.058933442,0.457358553,0.039667838,5.89E+00,4.57E+01,3.97E+00
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C5,2,0.25,11.38417626,0.702729808,1808.5,4.9,396.52,0.278645794,1.766156224,0.157204891,2.79E+01,1.77E+02,1.57E+01
TGX201809,QuadNet,0.25,Vertical,150,2018-09-12T10:41:15-0800,2018-09-12T10:47:04-0800,-149.4833,59.8470,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C6 AF,2,0.25,11.38417626,0.702729808,1897.1,10.6,470.31,0.33050287,2.004713334,0.179423531,3.31E+01,2.00E+02,1.79E+01
