Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,1100,NAUP,Calanoida,Nauplius,25,0.015625,11.926,134.1606574,316.9,16.9,3.98,0.533888379,10.24963806,0.794158078,5.34E+01,1.02E+03,7.94E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104108,SMCAL,Acartia,C4,1,0.0625,11.926,1.341606574,615.1,0,16.82,0.022560152,0.315321002,0.025465299,2.26E+00,3.15E+01,2.55E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C6 AF,4,0.0625,11.926,5.366426295,867.1,7.3,46.11,0.247440756,2.723153376,0.226742605,2.47E+01,2.72E+02,2.27E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104257,SMCAL,Acartia longiremis,C6 AM,1,0.0625,11.926,1.341606574,801.8,0,36.33,0.048743794,0.568904154,0.047018884,4.87E+00,5.69E+01,4.70E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104112,SMCAL,Aetideus,C4,1,0.5,11.926,0.167700822,1030.7,0,102.38,0.01716906,0.157248191,0.01340653,1.72E+00,1.57E+01,1.34E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C1,3,0.25,11.926,1.00620493,768.7,1.5,26.42,0.026585815,0.334256339,0.027363303,2.66E+00,3.34E+01,2.74E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C2,6,0.25,11.926,2.012409861,1023,9.8,66.46,0.133750956,1.346242065,0.113371426,1.34E+01,1.35E+02,1.13E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C3,3,0.25,11.926,1.00620493,1472.1,2.8,203.17,0.204426401,1.594160554,0.138742782,2.04E+01,1.59E+02,1.39E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C4,8,0.25,11.926,2.683213148,1827.1,4.8,402.13,1.078992225,7.162320848,0.636329217,1.08E+02,7.16E+02,6.36E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C5,8,0.25,11.926,2.683213148,2471,6.1,1041.32,2.794086032,14.82833118,1.355697962,2.79E+02,1.48E+03,1.36E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C6 AF,3,0.25,11.926,1.00620493,2631.8,6.6,1267.11,1.274970349,6.465612184,0.594592954,1.27E+02,6.47E+02,5.95E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196770,LGCAL,Calanus marshallae,C6 AM,1,1,11.926,0.083850411,2781.9,0,1493.66,0.125244182,0.612648061,0.056606078,1.25E+01,6.13E+01,5.66E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C1,12,0.25,11.926,4.024819722,640.3,4.7,13.8,0.055562148,0.811721934,0.065179384,5.56E+00,8.12E+01,6.52E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C2,7,0.25,11.926,2.347811504,839,4.4,33.05,0.077604602,0.924592866,0.076210426,7.76E+00,9.25E+01,7.62E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C3,7,0.25,11.926,2.347811504,1138.7,4.7,88.91,0.208744979,1.972602139,0.167495535,2.09E+01,1.97E+02,1.67E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C4,3,0.25,11.926,1.00620493,1714.2,14.3,347.91,0.350066565,2.380856832,0.210807441,3.50E+01,2.38E+02,2.11E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C5,13,0.25,11.926,4.360221365,1920,9.3,493.42,2.151432757,13.53263468,1.210362291,2.15E+02,1.35E+03,1.21E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C6 AF,5,0.25,11.926,1.677008217,2160.9,2.2,703.48,1.179740316,6.88029916,0.621531985,1.18E+02,6.88E+02,6.22E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196771,WMCAL,Calanus pacificus,C6 AM,2,1,11.926,0.167700822,1962.8,4.9,516.87,0.08667876,0.542905269,0.048595457,8.67E+00,5.43E+01,4.86E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104470,LGCAL,Neocalanus cristatus,C3,1,1,11.926,0.083850411,2819.5,0,1313.24,0.110115324,0.555116553,0.051092704,1.10E+01,5.55E+01,5.11E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104470,LGCAL,Neocalanus cristatus,C4,1,1,11.926,0.083850411,4278.8,0,4430.09,0.37146469,1.408917622,0.134493848,3.71E+01,1.41E+02,1.34E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104468,SMCAL,Mesocalanus tenuicornis,C4,1,1,11.926,0.083850411,1108.4,0,55.62,0.004663692,0.049269244,0.004124364,4.66E-01,4.93E+00,4.12E-01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104196,WMCAL,Paracalanus,C2,2,0.0078125,11.926,21.46570518,346.3,6.6,2.22,0.047677455,1.068090175,0.081191064,4.77E+00,1.07E+02,8.12E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104196,WMCAL,Paracalanus,C3,15,0.0078125,11.926,160.9927889,402.3,4.2,3.56,0.572832414,11.49807521,0.886434219,5.73E+01,1.15E+03,8.86E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104196,WMCAL,Paracalanus,C4,10,0.0078125,11.926,107.3285259,506.5,7.3,7.45,0.799400932,13.45990233,1.061216708,7.99E+01,1.35E+03,1.06E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104196,WMCAL,Paracalanus,C5,12,0.0078125,11.926,128.7942311,630.8,7.3,14.89,1.918262892,27.47064695,2.211338342,1.92E+02,2.75E+03,2.21E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104196,WMCAL,Paracalanus,C6 AF,14,0.0078125,11.926,150.2599363,671.1,5.1,17.96,2.699026197,37.06841896,3.000170971,2.70E+02,3.71E+03,3.00E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104196,WMCAL,Paracalanus,C6 AM,5,0.0078125,11.926,53.66426295,719.8,1.3,22.24,1.193549103,15.62361314,1.272405413,1.19E+02,1.56E+03,1.27E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104513,SMCAL,Microcalanus pygmaeus,C3,5,0.0625,11.926,6.708032869,354.8,4.5,2.39,0.016054605,0.353605699,0.026938431,1.61E+00,3.54E+01,2.69E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104513,SMCAL,Microcalanus pygmaeus,C4,12,0.0625,11.926,16.09927889,414.3,7.4,3.95,0.063542752,1.241666318,0.096048052,6.35E+00,1.24E+02,9.60E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104513,SMCAL,Microcalanus pygmaeus,C5,5,0.0625,11.926,6.708032869,465.6,8.5,5.73,0.03840587,0.687181571,0.053757674,3.84E+00,6.87E+01,5.38E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104513,SMCAL,Microcalanus pygmaeus,C6 AF,5,0.0625,11.926,6.708032869,497.7,3.7,6.96,0.046670411,0.801169777,0.063017532,4.67E+00,8.01E+01,6.30E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104165,SMCAL,Pseudocalanus,C1,17,0.0078125,11.926,182.458494,381.8,4.4,3.02,0.551005198,11.4916072,0.881596882,5.51E+01,1.15E+03,8.82E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104165,SMCAL,Pseudocalanus,C2,9,0.0078125,11.926,96.59567332,458.5,6.4,5.41,0.522991341,9.501011318,0.741866846,5.23E+01,9.50E+02,7.42E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104165,SMCAL,Pseudocalanus,C3,28,0.0078125,11.926,300.5198725,551.7,7,9.75,2.930217927,46.33042075,3.682417857,2.93E+02,4.63E+03,3.68E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104165,SMCAL,Pseudocalanus,C4,22,0.0078125,11.926,236.122757,629.4,5.9,14.71,3.473046085,49.94468857,4.018449183,3.47E+02,4.99E+03,4.02E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104165,SMCAL,Pseudocalanus,C5,18,0.0078125,11.926,193.1913466,755.5,8,26.43,5.106173853,63.87815217,5.23181402,5.11E+02,6.39E+03,5.23E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104165,SMCAL,Pseudocalanus,C6 AM,17,0.015625,11.926,91.22924702,741.8,5.8,24.71,2.254355769,28.71567778,2.346621462,2.25E+02,2.87E+03,2.35E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,355067,SMCAL,Pseudocalanus mimus,C6 AF,48,0.015625,11.926,257.5884622,920.1,5.8,48.82,12.57537446,136.5669579,11.39062802,1.26E+03,1.37E+04,1.14E+03
